video_id,title_length,uppercase_count,lowercase_count,special_characters_count,emoji_count,at_tags_count,dominant_color_r,dominant_color_g,dominant_color_b,num_edges,img_entropy,description_length,hashtags_count,urls_count,tags,duration,view_count,like_count
UzW4TI5v3xw,40,10,23,1,0,0,249,249,249,18836,[4.5601845],976,1,2,"gaming isn't fun,why isn't gaming fun,gaming is no longer fun,the reason gaming isn't fun anymore,gaming,gaming doesn't feel the same,gaming isnt the same anymore,gaming isnt the same",PT9M7S,368653,12368
XXXtJ8NJKo8,57,15,29,4,0,0,34,28,30,23676,[5.3299923],4826,3,68,"gaming van,van life,living in a van,van conversion,vanlife,van life build,pc gaming in a van,van life tour,pc gaming van life,pc gaming,van life gaming,pc gaming setup,stealth van,gaming van life,van build,van tour,gaming in a van,pc gaming van,gaming bus,gaming setup,van house,van living,vanlife build,gamer van,gaming van build,gaming setup in a van,mobile pc setup,ttthefineprinttt,van gamer,vanlife gamer,world of warcraft,wow classic",PT20M28S,103371,9728
W9ZyStaYQmM,45,15,16,6,1,0,22,20,26,11162,[5.030275],51,3,0,"Bgmi,Scout,Pubg,Nostalgia",PT44S,4181499,373727
_jhJx9-pS8w,32,0,0,1,0,0,41,39,40,17856,[5.461628],189,0,2,"جيمنج سنتر,جيمنج سينتر,أشياء تفجع صارت مع اليوتيوبرز,مستر بيست,بندريتا,يوتيبرز",PT17M14S,359389,30365
GUJv1JVAtF8,44,6,26,4,0,0,19,14,13,14299,[5.198238],2059,0,9,"is gaming dead,gaming,gaming is dead,dying games,warzone,assassins creed,why is this bad,why is game bad,call of duty,cod,halo,apex,why we loved games growing up",PT53M47S,431381,0
WWHtmJHTwEo,73,10,45,5,1,0,11,13,8,2858,[4.059677],2040,7,0,"Best Funny 🤣 Horror Moment Of Indian Gamer,Indian Gamer best Funny horror moment,funny horror moment,Indian Gamer best Funny moments,Indian Gamer,techno Gamerz best funny horror moment,triggered insaan funny horror moment,beast boy shubh,techno Gamerz,gaming series,viral video,viral shorts,viral,trending,shorts,techno Gamerz new video,techno Gamerz gta 5,techno Gamerz Minecraft,Indian youtuber best funny horror moment,funny moments",PT47S,8711242,666885
-qAvyDdjatY,26,22,0,0,0,0,168,209,246,16410,[5.346713],839,0,11,"car for sale,car showroom,dealership,supercar,lamborghini,simulator,funny,ujjwal,techno gamerz",PT19M30S,7444156,0
D3wqIT22D5s,97,15,63,0,0,0,82,96,23,15566,[5.2701197],291,3,1,"Scary Teacher 3D,scary teacher game,game prank,funny,animation,scary teacher 3d game,ice scream,prank,coffin dancing,scary teacher 3d troll,funny animation,cartoon,3d,animated,shows,short films,funny animations,squid game,among us,scary games,animation fans,education,school,elementary school,cgi,classic cartoons,cgi movies,cgi cartoons,comedy,stories,random,memes,Movie,best,learning,video games,characters,rainbow,roblox,minecraft,toons,game toons,family",PT30M37S,25596641,118154
7LHJPSVR4Ek,100,18,60,6,0,0,190,170,153,10071,[5.36001],1609,3,14,"iphone 15 pro max review,iPhone 15 Pro Max Gaming Test,iPhone 15,iPhone 15 Pro,IPhone 15 Pro Max,honkai star rail,call of duty mobile,genshin impact 4.1,call of duty mobile gameplay,genshin impact react to aether,honkai star rail react to,honkai star rail tier list,honkai star rail ost,call of duty mobile season 8,call of duty mobile gameplay multiplayer,iphone 15 pro max vs iphone 14 pro max,iphone 15 pro max 2023,iphone 15 pro max camera",PT24M52S,6996,226
KzKqzvBAhTs,36,8,20,2,2,0,19,34,38,13989,[5.226183],1934,3,4,"Songs that boost you into godmode,Songs to feel like the Op character of an anime,Gaming music,songs to feel aggressive and out of control,Beast mode songs,aggressive character music,aggressive songs,badass songs,songs that make you feel powerful,warrior songs,songs that make you feel like a warrior,like a warrior playlist,feel like a warrior songs,songs that make you feel badass,Songs that make you feel aggressive,feel in god mode songs,god mode music",PT48M1S,2684503,48794
vs9qtvlvXpU,46,18,18,5,0,0,226,170,126,13097,[5.267233],1657,1,15,,PT14M54S,987011,0
EzLfD1qWKQ0,40,5,27,0,0,0,123,107,110,19508,[5.4062557],307,0,1,"top 10 overhyped,top 10 overhyped games,top 10 games that died,top 10 games that ripped you off,failed games,dead games,failed xbox games,failed ps5 games,failed pc games,bad video games,failed ps4 games,video game culture,bad video game,biggest game flops,Games that flopped recently,Dead games list,most over hyped games,gameranx,falcon",PT15M57S,1609796,35022
Cm1eknl7mNU,23,9,10,0,0,0,195,46,55,13325,[4.651843],480,0,5,"beamazed,be amazed,top 10,Gamers Who Went Too Far,People Who Took Gaming Way Too Far,gamers caught cheating,funniest gamer moments,weird gamer moments,gamer cringe compilation,man rides bike with 72 phones pokemon go,people who married objects,playing COD with recorder,playing COD using a flute,amazing ways people beat elden ring,elden ring challenge run best bits",PT21M44S,1301331,28387
Q-DwO9xo4Ew,46,28,9,1,0,0,206,200,226,20266,[5.4242992],479,2,6,"Aphmau,Minecraft,Minecraft funny,Minecraft mods,Minecraft Aphmau,Aphmau pranks,Aphmau Minecraft Pranks,Aphmau Gaming,Aphmau Games,Aphmau Pranks Friends,Aphmau Playing As,Aphmau Aaron",PT19M32S,3869796,55594
KN_0SJCoY_o,82,65,0,2,0,0,26,20,13,22264,[5.393942],350,0,5,"free fire,garena free fire,total gaming",PT27M38S,1481663,118506
k3NR_x7Asaw,58,45,0,5,0,0,63,189,235,22673,[5.402315],501,0,3,"pandu gaming,pandu gaming roblox,roblox zombie,pandu gaming zombie,zombie roblox,roblox hantu,hantu roblox,pandu gaming hantu,pandu gaming minecraft,pandu gaming roblox hantu,pandu gaming obby,pandu gaming simulator,pandu gaming lucu,video baru pandu gaming",PT18M58S,54695,0
AmxVAR2S7sY,23,18,0,1,1,0,57,48,46,6689,[4.9240484],210,7,0,"OnZan,Gaming Watch,Smart Watch,Free Fire In smart watch,shorts,short,Free Fire,watch,Free fire watch,Power Of Gaming Watch,Funny Video,Gaming Funny Videos,apple watch,smartwatch,phone watch,Mobile watch,touch watch,Watches,power watch,power gaming,gaming smartwatch",PT24S,13832646,446360
PIoTM7BPAg4,87,14,52,2,2,0,113,108,31,21654,[5.4636936],819,0,3,"free fire,garena free fire,tonde gamer,tonde new video,tonde,gaitonde,tgr gaitonde,solo vs squad,tonde solo vs squad,1 vs 4,best gameplay,free fire hindi,ff hindi,free fire king,free fire gameplay,ajjubhai,total gaming,desi gamers,top 1,grandmaster,pro lobby,2x sniper,challenge,free fire challenge,popat,mac10,new,new event,new gun skin,mac10 skin,evo skins,evo guns,tonde 1 vs 4,ff challenges,tonde challenge",PT12M23S,382095,28998
q64FZeRB8ss,48,6,29,1,0,0,142,140,80,20855,[5.3030553],457,0,1,"long single player games,long single player pc games,long single player xbox games,long single player ps5 games,long single player steam games,long single player switch games,gameranx,jake baldino",PT13M34S,1930970,45178
M-bw4McR3WA,42,7,29,0,0,0,235,237,239,13082,[5.372135],1776,3,29,"Starfield,Gaming PC,Budget PC Build,$400 Gaming PC,PC Gaming,Gaming Rig,Gaming Performance,Gaming Benchmarks,PC Hardware,Gaming Setup,Custom PC,DIY PC Build,Ryzen 5 2600X,GTX 1070Ti,PC Aesthetics,PC Case,PC Building Tips,PC Upgrade,Gaming Community,Bethesda,RPG,Minimum Specs Build,Custom Stickers PC,Themed PC,Starfield Themed PC,Bethesda Game Studios,Starfield Budget PC,Starfield Benchmarks,RX 5700,Gamemax Case,Custom Sci-Fi PC",PT14M,98477,2484
wYgaOmkNn1M,53,38,0,2,0,0,106,117,74,22704,[5.4313126],879,4,11,"GTA,GTA 5,GTA ONLINE,PC,gta 5 gameplay,gta v hindi gameplay,gta 5 funny moments,gta 5 wins,gta 5 lamborghini,gta 5 stealing supercar,gta 5 stunts,gta 5 thug life,grand theft auto v,gta v online,gta 5,gta 5 epic moments,gta v funny moments,awesome gta 5 stunts,best moments,aj gaming,arish khan,hindustan gamer,chapati hindustani gamer,techno gamerz",PT1H2M44S,22221972,1373877
rlpqflI0ghI,100,15,61,5,2,0,40,17,33,17615,[5.2803316],2867,3,4,"music mix 2023,best music mix,dance music 2023,dance music,popular songs remix,best remixes of popular songs 2023,edm,car music mix,best music 2023,gaming music,magic music,edm remix of popular songs,remixes of popular songs,music mix,bass boosted,best music mix 2023,magic records,remix,best remixes of popular songs,songs 2022,magic free release,popular 2022,gaming music 2022,music gaming 2023,Gaming Music 2023,edmforlife,edm for life",PT3H43M31S,614390,8549
GyO1MtLhyt0,50,8,30,2,0,0,34,158,235,12698,[5.2181053],3646,6,2,"gameplay android,android games,android gameplay,driving simulator,simulator,simulator games,android game,android,2021,King Games,Ramp Impossible,Ramp Car Stunts Racing 2021,Impossible Mega Tracks 3D,Ramp Car Stunts Racing,Simulator,impossible mega tracks 3d,car stunts racing tracks 3d,3d simulator,vertical mega ramp,gameplay,gaming aadii,car racing,racing car,Mahindra Bolero Driving | Indian Gadi Wala 3D Game #06 Realistic Car Game",PT3M30S,3928051,0
ryXGd_r8EF8,33,2,22,3,0,0,229,227,226,13021,[5.177924],758,4,7,"royalty gaming,royalty family gaming,ferran gaming,ferran gaming channel,royalty gaming channel,royalty,gaming,video games,royal,ali,ferran,royalty palace,ferran ali,ferran one shot,ali ferran,challenge,the royalty family,royalty family,roblox,ferran roblox,royalty family roblox,jordan matter,dhar maan,rebecca zamolo,girlfriend,24 hours,How I ended up in the Hospital...,hospital",PT11M54S,4051068,33488
HVQTXfV7gLY,49,18,21,0,0,0,26,34,25,12446,[5.4076395],619,0,9,"Preston,PrestonPlayz,Preston Playz,PrestonGamez,Preston Games,hide and seek,hide & seek,esports,arena,Arlington Esports Stadium,best hiding spots,hide n seek,Super hide and seek,intense hide and seek,extreme hide and seek,extreme hide n seek,extreme kids game",PT13M44S,2518125,50103
19PhEFvVgUc,19,3,13,1,1,0,26,22,22,6075,[5.0707316],42,2,0,"#shorts,#youtubeshorts",PT1M,8387840,819335
1KbsSzoUSjs,34,11,9,2,0,0,244,228,221,16408,[5.468018],1867,0,1,"best games of 2023,top games of 2023,best ps4 games of 2023,best xbox one games of 2023,best xbox series x games of 2023,best ps5 games of 2023,best switch games of 2023,best pc games of 2023,best xbox series s games of 2023,gameranx",PT14M56S,1158528,25309
DGyDgGI5v0s,68,54,0,3,1,0,141,152,97,25294,[5.205084],290,2,4,"free fire,garena free fire,total gaming",PT15M32S,1911572,131871
9_DB-MM9d7E,43,5,31,0,0,0,137,135,130,15440,[5.350066],505,0,1,"new ps4 games,new ps5 games,new xbox series x games,new switch games,new pc games,gameranx,brand new games,Most Anticipated games 2023 & 2024,new upcoming aaa games,new games announced,falcon",PT13M18S,875253,25741
sMnAxoFls-w,80,21,39,8,1,0,75,75,75,6331,[2.6593943],0,0,0,,PT49S,1327099,152517
